Location ID,Location,Date,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
CA-003,Alpine County,190902,30.2,54,-0.1,30.3
CA-003,Alpine County,190903,31.8,34,-1.7,33.5
CA-003,Alpine County,190904,41.6,102,2.9,38.7
CA-003,Alpine County,190905,43.9,39,-1.4,45.3
CA-003,Alpine County,190906,54.2,73,0.9,53.3
CA-003,Alpine County,190907,59,22,-2.2,61.2
CA-003,Alpine County,190908,60.1,52,-0.2,60.3
CA-003,Alpine County,190909,54,56,-0.2,54.2
CA-003,Alpine County,190910,44,42,-1.5,45.5
CA-003,Alpine County,190911,37.1,65,0.4,36.7
CA-003,Alpine County,190912,27.8,20,-3.2,31
CA-003,Alpine County,191001,24.6,13,-4.8,29.4
CA-003,Alpine County,191002,27.9,30,-2.4,30.3
CA-003,Alpine County,191003,38.8,120,5.3,33.5
CA-003,Alpine County,191004,44.2,122,5.5,38.7
CA-003,Alpine County,191005,50.6,120,5.3,45.3
CA-003,Alpine County,191006,52.9,49,-0.4,53.3
CA-003,Alpine County,191007,63.1,98,1.9,61.2
CA-003,Alpine County,191008,60.6,68,0.3,60.3
CA-003,Alpine County,191009,53.9,53,-0.3,54.2
CA-003,Alpine County,191010,46.9,89,1.4,45.5
CA-003,Alpine County,191011,40.1,111,3.4,36.7
CA-003,Alpine County,191012,34.8,113,3.8,31
CA-003,Alpine County,191101,31.5,86,2.1,29.4
CA-003,Alpine County,191102,25.8,12,-4.5,30.3
CA-003,Alpine County,191103,34.5,77,1,33.5
CA-003,Alpine County,191104,38,48,-0.7,38.7
CA-003,Alpine County,191105,41.6,16,-3.7,45.3
CA-003,Alpine County,191106,55.1,90,1.8,53.3
CA-003,Alpine County,191107,63.2,100,2,61.2
CA-003,Alpine County,191108,57.9,18,-2.4,60.3
CA-003,Alpine County,191109,49.3,4,-4.9,54.2
CA-003,Alpine County,191110,43.8,35,-1.7,45.5
CA-003,Alpine County,191111,36.6,53,-0.1,36.7
CA-003,Alpine County,191112,27.9,21,-3.1,31
CA-003,Alpine County,191201,31.1,73,1.7,29.4
CA-003,Alpine County,191202,33,99,2.7,30.3
CA-003,Alpine County,191203,31,25,-2.5,33.5
CA-003,Alpine County,191204,34.7,12,-4,38.7
CA-003,Alpine County,191205,45,53,-0.3,45.3
CA-003,Alpine County,191206,52.5,45,-0.8,53.3
CA-003,Alpine County,191207,58.3,12,-2.9,61.2
CA-003,Alpine County,191208,56.4,5,-3.9,60.3
CA-003,Alpine County,191209,51.4,14,-2.8,54.2
CA-003,Alpine County,191210,41.6,9,-3.9,45.5
CA-003,Alpine County,191211,37.4,70,0.7,36.7
CA-003,Alpine County,191212,29.9,48,-1.1,31
CA-003,Alpine County,191301,26.7,23,-2.7,29.4
CA-003,Alpine County,191302,28.2,34,-2.1,30.3
CA-003,Alpine County,191303,32.6,48,-0.9,33.5
CA-003,Alpine County,191304,39.1,68,0.4,38.7
CA-003,Alpine County,191305,46.8,85,1.5,45.3
CA-003,Alpine County,191306,51.6,34,-1.7,53.3
CA-003,Alpine County,191307,59.4,26,-1.8,61.2
CA-003,Alpine County,191308,61.5,83,1.2,60.3
CA-003,Alpine County,191309,56.1,93,1.9,54.2
CA-003,Alpine County,191310,46.2,77,0.7,45.5
CA-003,Alpine County,191311,37.6,73,0.9,36.7
CA-003,Alpine County,191312,30.1,52,-0.9,31
CA-003,Alpine County,191401,32.2,99,2.8,29.4
CA-003,Alpine County,191402,30.5,56,0.2,30.3
CA-003,Alpine County,191403,38.1,113,4.6,33.5
CA-003,Alpine County,191404,39.9,79,1.2,38.7
CA-003,Alpine County,191405,47.6,97,2.3,45.3
CA-003,Alpine County,191406,51.7,36,-1.6,53.3
CA-003,Alpine County,191407,59.5,30,-1.7,61.2
CA-003,Alpine County,191408,60.4,61,0.1,60.3
CA-003,Alpine County,191409,53.4,41,-0.8,54.2
CA-003,Alpine County,191410,45.4,60,-0.1,45.5
CA-003,Alpine County,191411,37.7,74,1,36.7
CA-003,Alpine County,191412,25.6,7,-5.4,31
CA-003,Alpine County,191501,29.5,48,0.1,29.4
CA-003,Alpine County,191502,29.8,47,-0.5,30.3
CA-003,Alpine County,191503,35.6,91,2.1,33.5
CA-003,Alpine County,191504,40.9,93,2.2,38.7
CA-003,Alpine County,191505,42,21,-3.3,45.3
CA-003,Alpine County,191506,50.9,20,-2.4,53.3
CA-003,Alpine County,191507,58.5,14,-2.7,61.2
CA-003,Alpine County,191508,60.7,72,0.4,60.3
CA-003,Alpine County,191509,52.6,28,-1.6,54.2
CA-003,Alpine County,191510,47.2,93,1.7,45.5
CA-003,Alpine County,191511,36.3,48,-0.4,36.7
CA-003,Alpine County,191512,30.7,58,-0.3,31
CA-003,Alpine County,191601,23,8,-6.4,29.4
CA-003,Alpine County,191602,32,84,1.7,30.3
CA-003,Alpine County,191603,37.2,106,3.7,33.5
CA-003,Alpine County,191604,41.4,99,2.7,38.7
CA-003,Alpine County,191605,43.3,34,-2,45.3
CA-003,Alpine County,191606,52.1,41,-1.2,53.3
CA-003,Alpine County,191607,59.1,23,-2.1,61.2
CA-003,Alpine County,191608,58.4,25,-1.9,60.3
CA-003,Alpine County,191609,53.7,49,-0.5,54.2
CA-003,Alpine County,191610,41,5,-4.5,45.5
CA-003,Alpine County,191611,34.8,30,-1.9,36.7
CA-003,Alpine County,191612,28.4,26,-2.6,31
CA-003,Alpine County,191701,20.6,3,-8.8,29.4
CA-003,Alpine County,191702,28.5,38,-1.8,30.3
CA-003,Alpine County,191703,29,12,-4.5,33.5
CA-003,Alpine County,191704,37.4,45,-1.3,38.7
CA-003,Alpine County,191705,41.3,14,-4,45.3
CA-003,Alpine County,191706,54.5,80,1.2,53.3
CA-003,Alpine County,191707,62.5,85,1.3,61.2
CA-003,Alpine County,191708,62.2,97,1.9,60.3
CA-003,Alpine County,191709,55.2,76,1,54.2
CA-003,Alpine County,191710,50.1,117,4.6,45.5
CA-003,Alpine County,191711,40.4,114,3.7,36.7
CA-003,Alpine County,191712,38.8,125,7.8,31
CA-003,Alpine County,191801,33,105,3.6,29.4
CA-003,Alpine County,191802,29.2,42,-1.1,30.3
CA-003,Alpine County,191803,33.8,69,0.3,33.5
CA-003,Alpine County,191804,40,81,1.3,38.7
CA-003,Alpine County,191805,43.1,31,-2.2,45.3
CA-003,Alpine County,191806,59.9,126,6.6,53.3
CA-003,Alpine County,191807,59.6,32,-1.6,61.2
CA-003,Alpine County,191808,58.6,29,-1.7,60.3
CA-003,Alpine County,191809,53.8,51,-0.4,54.2
CA-003,Alpine County,191810,47.8,99,2.3,45.5
CA-003,Alpine County,191811,36.3,48,-0.4,36.7
CA-003,Alpine County,191812,30.6,56,-0.4,31
CA-003,Alpine County,191901,31.5,86,2.1,29.4
CA-003,Alpine County,191902,28.2,34,-2.1,30.3
CA-003,Alpine County,191903,31.8,34,-1.7,33.5
CA-003,Alpine County,191904,40.8,90,2.1,38.7
CA-003,Alpine County,191905,50.6,120,5.3,45.3
CA-003,Alpine County,191906,54.3,74,1,53.3
CA-003,Alpine County,191907,63.6,104,2.4,61.2
CA-003,Alpine County,191908,62.4,101,2.1,60.3
CA-003,Alpine County,191909,53.2,37,-1,54.2
CA-003,Alpine County,191910,40,3,-5.5,45.5
CA-003,Alpine County,191911,35.1,35,-1.6,36.7
CA-003,Alpine County,191912,29.9,48,-1.1,31
CA-003,Alpine County,192001,32.2,99,2.8,29.4
CA-003,Alpine County,192002,30.8,60,0.5,30.3
CA-003,Alpine County,192003,31,25,-2.5,33.5
CA-003,Alpine County,192004,37,37,-1.7,38.7
CA-003,Alpine County,192005,47,89,1.7,45.3
CA-003,Alpine County,192006,52.9,49,-0.4,53.3
CA-003,Alpine County,192007,59.8,37,-1.4,61.2
CA-003,Alpine County,192008,61.3,81,1,60.3
CA-003,Alpine County,192009,53,35,-1.2,54.2
CA-003,Alpine County,192010,40.2,4,-5.3,45.5
CA-003,Alpine County,192011,35.8,44,-0.9,36.7
CA-003,Alpine County,192012,31.6,73,0.6,31
CA-003,Alpine County,192101,31.4,79,2,29.4
CA-003,Alpine County,192102,33.5,105,3.2,30.3
CA-003,Alpine County,192103,37.6,109,4.1,33.5
CA-003,Alpine County,192104,38.9,65,0.2,38.7
CA-003,Alpine County,192105,44.2,42,-1.1,45.3
CA-003,Alpine County,192106,54.6,84,1.3,53.3
CA-003,Alpine County,192107,64.7,118,3.5,61.2
CA-003,Alpine County,192108,61.8,86,1.5,60.3
CA-003,Alpine County,192109,53.6,44,-0.6,54.2
CA-003,Alpine County,192110,46.8,87,1.3,45.5
CA-003,Alpine County,192111,39.3,99,2.6,36.7
CA-003,Alpine County,192112,32.6,91,1.6,31
CA-003,Alpine County,192201,22.4,4,-7,29.4
CA-003,Alpine County,192202,25.4,7,-4.9,30.3
CA-003,Alpine County,192203,31.4,28,-2.1,33.5
CA-003,Alpine County,192204,36.6,31,-2.1,38.7
CA-003,Alpine County,192205,46.7,82,1.4,45.3
CA-003,Alpine County,192206,56.9,111,3.6,53.3
CA-003,Alpine County,192207,65.2,122,4,61.2
CA-003,Alpine County,192208,60.2,55,-0.1,60.3
CA-003,Alpine County,192209,57.7,115,3.5,54.2
CA-003,Alpine County,192210,44.6,50,-0.9,45.5
CA-003,Alpine County,192211,33.1,16,-3.6,36.7
CA-003,Alpine County,192212,33.5,101,2.5,31
CA-003,Alpine County,192301,31.6,87,2.2,29.4
CA-003,Alpine County,192302,26.2,15,-4.1,30.3
CA-003,Alpine County,192303,35.4,88,1.9,33.5
CA-003,Alpine County,192304,38.6,60,-0.1,38.7
CA-003,Alpine County,192305,46.9,88,1.6,45.3
CA-003,Alpine County,192306,49.4,6,-3.9,53.3
CA-003,Alpine County,192307,61.6,63,0.4,61.2
CA-003,Alpine County,192308,59.2,36,-1.1,60.3
CA-003,Alpine County,192309,54.6,68,0.4,54.2
CA-003,Alpine County,192310,43.8,35,-1.7,45.5
CA-003,Alpine County,192311,39.1,93,2.4,36.7
CA-003,Alpine County,192312,30.6,56,-0.4,31
CA-003,Alpine County,192401,27.7,28,-1.7,29.4
CA-003,Alpine County,192402,36.5,120,6.2,30.3
CA-003,Alpine County,192403,31.7,33,-1.8,33.5
CA-003,Alpine County,192404,40.7,88,2,38.7
CA-003,Alpine County,192405,51.6,124,6.3,45.3
CA-003,Alpine County,192406,56,101,2.7,53.3
CA-003,Alpine County,192407,62.2,75,1,61.2
CA-003,Alpine County,192408,59.8,47,-0.5,60.3
CA-003,Alpine County,192409,54.4,61,0.2,54.2
CA-003,Alpine County,192410,43.7,32,-1.8,45.5
CA-003,Alpine County,192411,37.1,65,0.4,36.7
CA-003,Alpine County,192412,29.8,44,-1.2,31
CA-003,Alpine County,192501,33.8,115,4.4,29.4
CA-003,Alpine County,192502,34,111,3.7,30.3
CA-003,Alpine County,192503,36.4,103,2.9,33.5
CA-003,Alpine County,192504,41,94,2.3,38.7
CA-003,Alpine County,192505,48.8,108,3.5,45.3
CA-003,Alpine County,192506,54.5,80,1.2,53.3
CA-003,Alpine County,192507,64,108,2.8,61.2
CA-003,Alpine County,192508,59.5,39,-0.8,60.3
CA-003,Alpine County,192509,49.6,5,-4.6,54.2
CA-003,Alpine County,192510,43.5,26,-2,45.5
CA-003,Alpine County,192511,35.1,35,-1.6,36.7
CA-003,Alpine County,192512,33.3,99,2.3,31
CA-003,Alpine County,192601,28.9,42,-0.5,29.4
CA-003,Alpine County,192602,31.9,82,1.6,30.3
CA-003,Alpine County,192603,38.6,117,5.1,33.5
CA-003,Alpine County,192604,44.6,123,5.9,38.7
CA-003,Alpine County,192605,47.4,92,2.1,45.3
CA-003,Alpine County,192606,59.2,124,5.9,53.3
CA-003,Alpine County,192607,63.2,100,2,61.2
CA-003,Alpine County,192608,60.2,55,-0.1,60.3
CA-003,Alpine County,192609,51.1,11,-3.1,54.2
CA-003,Alpine County,192610,46.1,73,0.6,45.5
CA-003,Alpine County,192611,41,121,4.3,36.7
CA-003,Alpine County,192612,29.8,44,-1.2,31
CA-003,Alpine County,192701,31.7,89,2.3,29.4
CA-003,Alpine County,192702,32.8,95,2.5,30.3
CA-003,Alpine County,192703,34,71,0.5,33.5
CA-003,Alpine County,192704,39.4,71,0.7,38.7
CA-003,Alpine County,192705,45.2,58,-0.1,45.3
CA-003,Alpine County,192706,54.8,86,1.5,53.3
CA-003,Alpine County,192707,62.4,82,1.2,61.2
CA-003,Alpine County,192708,58.3,22,-2,60.3
CA-003,Alpine County,192709,49.8,7,-4.4,54.2
CA-003,Alpine County,192710,46.1,73,0.6,45.5
CA-003,Alpine County,192711,39.8,109,3.1,36.7
CA-003,Alpine County,192712,30.4,54,-0.6,31
CA-003,Alpine County,192801,31.5,86,2.1,29.4
CA-003,Alpine County,192802,31.4,71,1.1,30.3
CA-003,Alpine County,192803,38.1,113,4.6,33.5
CA-003,Alpine County,192804,38.9,65,0.2,38.7
CA-003,Alpine County,192805,51.5,123,6.2,45.3
CA-003,Alpine County,192806,54.5,80,1.2,53.3
CA-003,Alpine County,192807,63.1,98,1.9,61.2
CA-003,Alpine County,192808,60.7,72,0.4,60.3
CA-003,Alpine County,192809,56.3,95,2.1,54.2
CA-003,Alpine County,192810,45.2,58,-0.3,45.5
CA-003,Alpine County,192811,36.8,57,0.1,36.7
CA-003,Alpine County,192812,27.6,17,-3.4,31
CA-003,Alpine County,192901,27.9,32,-1.5,29.4
CA-003,Alpine County,192902,26.2,15,-4.1,30.3
CA-003,Alpine County,192903,33.8,69,0.3,33.5
CA-003,Alpine County,192904,34.4,10,-4.3,38.7
CA-003,Alpine County,192905,47.6,97,2.3,45.3
CA-003,Alpine County,192906,51.6,34,-1.7,53.3
CA-003,Alpine County,192907,62.4,82,1.2,61.2
CA-003,Alpine County,192908,63.4,120,3.1,60.3
CA-003,Alpine County,192909,52.8,30,-1.4,54.2
CA-003,Alpine County,192910,48,103,2.5,45.5
CA-003,Alpine County,192911,38.7,86,2,36.7
CA-003,Alpine County,192912,37.4,123,6.4,31
CA-003,Alpine County,193001,25.6,17,-3.8,29.4
CA-003,Alpine County,193002,34.1,112,3.8,30.3
CA-003,Alpine County,193003,34.4,74,0.9,33.5
CA-003,Alpine County,193004,41.1,95,2.4,38.7
CA-003,Alpine County,193005,42.3,24,-3,45.3
CA-003,Alpine County,193006,56.1,103,2.8,53.3
CA-003,Alpine County,193007,63.3,101,2.1,61.2
CA-003,Alpine County,193008,61.1,78,0.8,60.3
CA-003,Alpine County,193009,51.7,16,-2.5,54.2
CA-003,Alpine County,193010,43.9,38,-1.6,45.5
CA-003,Alpine County,193011,36.4,50,-0.3,36.7
CA-003,Alpine County,193012,29.6,39,-1.4,31
CA-003,Alpine County,193101,31.1,73,1.7,29.4
CA-003,Alpine County,193102,32.8,95,2.5,30.3
CA-003,Alpine County,193103,35.4,88,1.9,33.5
CA-003,Alpine County,193104,42.3,108,3.6,38.7
CA-003,Alpine County,193105,50.8,122,5.5,45.3
CA-003,Alpine County,193106,53.4,60,0.1,53.3
CA-003,Alpine County,193107,67.5,125,6.3,61.2
CA-003,Alpine County,193108,64.3,123,4,60.3
CA-003,Alpine County,193109,52.2,25,-2,54.2
CA-003,Alpine County,193110,46.2,77,0.7,45.5
CA-003,Alpine County,193111,31.5,4,-5.2,36.7
CA-003,Alpine County,193112,26.3,11,-4.7,31
CA-003,Alpine County,193201,24.9,14,-4.5,29.4
CA-003,Alpine County,193202,25.5,9,-4.8,30.3
CA-003,Alpine County,193203,34.9,81,1.4,33.5
CA-003,Alpine County,193204,36.9,34,-1.8,38.7
CA-003,Alpine County,193205,44.6,46,-0.7,45.3
CA-003,Alpine County,193206,54.6,84,1.3,53.3
CA-003,Alpine County,193207,60.3,43,-0.9,61.2
CA-003,Alpine County,193208,60.1,52,-0.2,60.3
CA-003,Alpine County,193209,58,122,3.8,54.2
CA-003,Alpine County,193210,45.8,68,0.3,45.5
CA-003,Alpine County,193211,41.7,122,5,36.7
CA-003,Alpine County,193212,24.9,2,-6.1,31
CA-003,Alpine County,193301,24.3,11,-5.1,29.4
CA-003,Alpine County,193302,23.2,2,-7.1,30.3
CA-003,Alpine County,193303,33.7,67,0.2,33.5
CA-003,Alpine County,193304,38.5,58,-0.2,38.7
CA-003,Alpine County,193305,38.9,4,-6.4,45.3
CA-003,Alpine County,193306,53.6,65,0.3,53.3
CA-003,Alpine County,193307,65.2,122,4,61.2
CA-003,Alpine County,193308,62.4,101,2.1,60.3
CA-003,Alpine County,193309,54.5,64,0.3,54.2
CA-003,Alpine County,193310,51.3,122,5.8,45.5
CA-003,Alpine County,193311,39.7,106,3,36.7
CA-003,Alpine County,193312,34,108,3,31
CA-003,Alpine County,193401,33.5,109,4.1,29.4
CA-003,Alpine County,193402,33.7,109,3.4,30.3
CA-003,Alpine County,193403,43.4,126,9.9,33.5
CA-003,Alpine County,193404,45.1,126,6.4,38.7
CA-003,Alpine County,193405,50.4,118,5.1,45.3
CA-003,Alpine County,193406,52.1,41,-1.2,53.3
CA-003,Alpine County,193407,62.3,78,1.1,61.2
CA-003,Alpine County,193408,64.6,124,4.3,60.3
CA-003,Alpine County,193409,56.6,98,2.4,54.2
CA-003,Alpine County,193410,48.2,106,2.7,45.5
CA-003,Alpine County,193411,38.6,84,1.9,36.7
CA-003,Alpine County,193412,32.2,85,1.2,31
CA-003,Alpine County,193501,26.8,24,-2.6,29.4
CA-003,Alpine County,193502,32.4,86,2.1,30.3
CA-003,Alpine County,193503,28.2,8,-5.3,33.5
CA-003,Alpine County,193504,38.3,52,-0.4,38.7
CA-003,Alpine County,193505,43.6,36,-1.7,45.3
CA-003,Alpine County,193506,54.6,84,1.3,53.3
CA-003,Alpine County,193507,58.6,17,-2.6,61.2
CA-003,Alpine County,193508,62.2,97,1.9,60.3
CA-003,Alpine County,193509,57.6,112,3.4,54.2
CA-003,Alpine County,193510,42,12,-3.5,45.5
CA-003,Alpine County,193511,33,13,-3.7,36.7
CA-003,Alpine County,193512,29.5,34,-1.5,31
CA-003,Alpine County,193601,32.1,96,2.7,29.4
CA-003,Alpine County,193602,27.1,22,-3.2,30.3
CA-003,Alpine County,193603,35.1,84,1.6,33.5
CA-003,Alpine County,193604,41.5,100,2.8,38.7
CA-003,Alpine County,193605,47.4,92,2.1,45.3
CA-003,Alpine County,193606,54.6,84,1.3,53.3
CA-003,Alpine County,193607,64.4,114,3.2,61.2
CA-003,Alpine County,193608,62.7,107,2.4,60.3
CA-003,Alpine County,193609,54.6,68,0.4,54.2
CA-003,Alpine County,193610,47.1,92,1.6,45.5
CA-003,Alpine County,193611,39.2,96,2.5,36.7
CA-003,Alpine County,193612,29.7,42,-1.3,31
CA-003,Alpine County,193701,14.8,1,-14.6,29.4
CA-003,Alpine County,193702,27.1,22,-3.2,30.3
CA-003,Alpine County,193703,33,56,-0.5,33.5
CA-003,Alpine County,193704,37,37,-1.7,38.7
CA-003,Alpine County,193705,49.1,111,3.8,45.3
CA-003,Alpine County,193706,53.6,65,0.3,53.3
CA-003,Alpine County,193707,63.4,102,2.2,61.2
CA-003,Alpine County,193708,63,112,2.7,60.3
CA-003,Alpine County,193709,56.8,103,2.6,54.2
CA-003,Alpine County,193710,47.5,97,2,45.5
CA-003,Alpine County,193711,37.9,77,1.2,36.7
CA-003,Alpine County,193712,34.8,113,3.8,31
CA-003,Alpine County,193801,32.4,102,3,29.4
CA-003,Alpine County,193802,25.6,11,-4.7,30.3
CA-003,Alpine County,193803,28.1,6,-5.4,33.5
CA-003,Alpine County,193804,39.3,69,0.6,38.7
CA-003,Alpine County,193805,46.5,78,1.2,45.3
CA-003,Alpine County,193806,55.2,91,1.9,53.3
CA-003,Alpine County,193807,61.2,59,0,61.2
CA-003,Alpine County,193808,60.3,58,0,60.3
CA-003,Alpine County,193809,55.7,84,1.5,54.2
CA-003,Alpine County,193810,42.9,22,-2.6,45.5
CA-003,Alpine County,193811,33.5,17,-3.2,36.7
CA-003,Alpine County,193812,34,108,3,31
CA-003,Alpine County,193901,30.8,68,1.4,29.4
CA-003,Alpine County,193902,25.4,7,-4.9,30.3
CA-003,Alpine County,193903,35.5,89,2,33.5
CA-003,Alpine County,193904,44.1,121,5.4,38.7
CA-003,Alpine County,193905,46.9,88,1.6,45.3
CA-003,Alpine County,193906,53,52,-0.3,53.3
CA-003,Alpine County,193907,62.2,75,1,61.2
CA-003,Alpine County,193908,63.1,116,2.8,60.3
CA-003,Alpine County,193909,53.8,51,-0.4,54.2
CA-003,Alpine County,193910,44.4,49,-1.1,45.5
CA-003,Alpine County,193911,39.6,102,2.9,36.7
CA-003,Alpine County,193912,37.3,122,6.3,31
CA-003,Alpine County,194001,30.8,68,1.4,29.4
CA-003,Alpine County,194002,31.1,66,0.8,30.3
CA-003,Alpine County,194003,36,98,2.5,33.5
CA-003,Alpine County,194004,40,81,1.3,38.7
CA-003,Alpine County,194005,49.4,112,4.1,45.3
CA-003,Alpine County,194006,58.2,119,4.9,53.3
CA-003,Alpine County,194007,59.4,26,-1.8,61.2
CA-003,Alpine County,194008,62.7,107,2.4,60.3
CA-003,Alpine County,194009,52.1,21,-2.1,54.2
CA-003,Alpine County,194010,47.3,94,1.8,45.5
CA-003,Alpine County,194011,35.9,46,-0.8,36.7
CA-003,Alpine County,194012,33.9,105,2.9,31
CA-003,Alpine County,194101,32.2,99,2.8,29.4
CA-003,Alpine County,194102,32.7,92,2.4,30.3
CA-003,Alpine County,194103,35.2,86,1.7,33.5
CA-003,Alpine County,194104,36.1,27,-2.6,38.7
CA-003,Alpine County,194105,46.6,80,1.3,45.3
CA-003,Alpine County,194106,51.3,26,-2,53.3
CA-003,Alpine County,194107,62.3,78,1.1,61.2
CA-003,Alpine County,194108,58.4,25,-1.9,60.3
CA-003,Alpine County,194109,50.4,8,-3.8,54.2
CA-003,Alpine County,194110,42.1,14,-3.4,45.5
CA-003,Alpine County,194111,39.2,96,2.5,36.7
CA-003,Alpine County,194112,31.4,66,0.4,31
CA-003,Alpine County,194201,26.4,20,-3,29.4
CA-003,Alpine County,194202,26.7,18,-3.6,30.3
CA-003,Alpine County,194203,32.2,41,-1.3,33.5
CA-003,Alpine County,194204,38.1,49,-0.6,38.7
CA-003,Alpine County,194205,40.7,10,-4.6,45.3
CA-003,Alpine County,194206,52,39,-1.3,53.3
CA-003,Alpine County,194207,63.1,98,1.9,61.2
CA-003,Alpine County,194208,61.9,90,1.6,60.3
CA-003,Alpine County,194209,53.9,53,-0.3,54.2
CA-003,Alpine County,194210,46.2,77,0.7,45.5
CA-003,Alpine County,194211,37.6,73,0.9,36.7
CA-003,Alpine County,194212,33.6,103,2.6,31
CA-003,Alpine County,194301,30.3,60,0.9,29.4
CA-003,Alpine County,194302,31.8,80,1.5,30.3
CA-003,Alpine County,194303,34.6,78,1.1,33.5
CA-003,Alpine County,194304,41.3,96,2.6,38.7
CA-003,Alpine County,194305,45.7,66,0.4,45.3
CA-003,Alpine County,194306,48,3,-5.3,53.3
CA-003,Alpine County,194307,60.2,39,-1,61.2
CA-003,Alpine County,194308,56.9,6,-3.4,60.3
CA-003,Alpine County,194309,57.7,115,3.5,54.2
CA-003,Alpine County,194310,45.6,66,0.1,45.5
CA-003,Alpine County,194311,39,91,2.3,36.7
CA-003,Alpine County,194312,31,62,0,31
CA-003,Alpine County,194401,28.7,40,-0.7,29.4
CA-003,Alpine County,194402,27.2,24,-3.1,30.3
CA-003,Alpine County,194403,32.4,45,-1.1,33.5
CA-003,Alpine County,194404,34.9,13,-3.8,38.7
CA-003,Alpine County,194405,45.4,61,0.1,45.3
CA-003,Alpine County,194406,47.9,1,-5.4,53.3
CA-003,Alpine County,194407,58.5,14,-2.7,61.2
CA-003,Alpine County,194408,59.3,37,-1,60.3
CA-003,Alpine County,194409,56,91,1.8,54.2
CA-003,Alpine County,194410,47.5,97,2,45.5
CA-003,Alpine County,194411,32.3,5,-4.4,36.7
CA-003,Alpine County,194412,31.2,65,0.2,31
CA-003,Alpine County,194501,30.7,66,1.3,29.4
CA-003,Alpine County,194502,30.8,60,0.5,30.3
CA-003,Alpine County,194503,28.8,9,-4.7,33.5
CA-003,Alpine County,194504,38.3,52,-0.4,38.7
CA-003,Alpine County,194505,43,30,-2.3,45.3
CA-003,Alpine County,194506,51,22,-2.3,53.3
CA-003,Alpine County,194507,62.8,87,1.6,61.2
CA-003,Alpine County,194508,59.7,45,-0.6,60.3
CA-003,Alpine County,194509,55,72,0.8,54.2
CA-003,Alpine County,194510,46.7,86,1.2,45.5
CA-003,Alpine County,194511,34.4,26,-2.3,36.7
CA-003,Alpine County,194512,29.4,33,-1.6,31
CA-003,Alpine County,194601,30.2,58,0.8,29.4
CA-003,Alpine County,194602,27.6,28,-2.7,30.3
CA-003,Alpine County,194603,33.2,61,-0.3,33.5
CA-003,Alpine County,194604,40.9,93,2.2,38.7
CA-003,Alpine County,194605,46.5,78,1.2,45.3
CA-003,Alpine County,194606,53.1,54,-0.2,53.3
CA-003,Alpine County,194607,60.6,47,-0.6,61.2
CA-003,Alpine County,194608,61.7,84,1.4,60.3
CA-003,Alpine County,194609,53.5,42,-0.7,54.2
CA-003,Alpine County,194610,39.8,2,-5.7,45.5
CA-003,Alpine County,194611,32.9,11,-3.8,36.7
CA-003,Alpine County,194612,32.9,95,1.9,31
CA-003,Alpine County,194701,28.3,36,-1.1,29.4
CA-003,Alpine County,194702,34.7,115,4.4,30.3
CA-003,Alpine County,194703,35.7,93,2.2,33.5
CA-003,Alpine County,194704,39.7,74,1,38.7
CA-003,Alpine County,194705,50.1,115,4.8,45.3
CA-003,Alpine County,194706,50.9,20,-2.4,53.3
CA-003,Alpine County,194707,58,6,-3.2,61.2
CA-003,Alpine County,194708,57.5,12,-2.8,60.3
CA-003,Alpine County,194709,56.5,97,2.3,54.2
CA-003,Alpine County,194710,44.6,50,-0.9,45.5
CA-003,Alpine County,194711,31.4,3,-5.3,36.7
CA-003,Alpine County,194712,29.7,42,-1.3,31
CA-003,Alpine County,194801,33.4,108,4,29.4
CA-003,Alpine County,194802,26.6,17,-3.7,30.3
CA-003,Alpine County,194803,28.1,6,-5.4,33.5
CA-003,Alpine County,194804,34.9,13,-3.8,38.7
CA-003,Alpine County,194805,41.5,15,-3.8,45.3
CA-003,Alpine County,194806,51.4,28,-1.9,53.3
CA-003,Alpine County,194807,58,6,-3.2,61.2
CA-003,Alpine County,194808,57.7,15,-2.6,60.3
CA-003,Alpine County,194809,53.6,44,-0.6,54.2
CA-003,Alpine County,194810,45.1,56,-0.4,45.5
CA-003,Alpine County,194811,35,34,-1.7,36.7
CA-003,Alpine County,194812,25,3,-6,31
CA-003,Alpine County,194901,14.9,2,-14.5,29.4
CA-003,Alpine County,194902,23.5,3,-6.8,30.3
CA-003,Alpine County,194903,29.9,17,-3.6,33.5
CA-003,Alpine County,194904,42.8,115,4.1,38.7
CA-003,Alpine County,194905,44.5,45,-0.8,45.3
CA-003,Alpine County,194906,55.4,93,2.1,53.3
CA-003,Alpine County,194907,61.3,60,0.1,61.2
CA-003,Alpine County,194908,57.2,10,-3.1,60.3
CA-003,Alpine County,194909,55.6,83,1.4,54.2
CA-003,Alpine County,194910,43.9,38,-1.6,45.5
CA-003,Alpine County,194911,43.5,124,6.8,36.7
CA-003,Alpine County,194912,30,50,-1,31
CA-003,Alpine County,195001,24.3,11,-5.1,29.4
CA-003,Alpine County,195002,31.9,82,1.6,30.3
CA-003,Alpine County,195003,31.8,34,-1.7,33.5
CA-003,Alpine County,195004,39.8,78,1.1,38.7
CA-003,Alpine County,195005,44.6,46,-0.7,45.3
CA-003,Alpine County,195006,51.3,26,-2,53.3
CA-003,Alpine County,195007,62.2,75,1,61.2
CA-003,Alpine County,195008,60.5,66,0.2,60.3
